Date,India,Japan,Korea,Taiwan,NASDAQ,SOX,SP500,DJI,USD,US10YY,oil,gold,SHI,SHE
2011/1/4,20498.7207,10398.09961,2085.139893,8997.157227,2681.25,415.3789978,1270.199951,11691.17969,79.44000244,3.338,91.48,1380.6,2852.647949,12714.36719
2011/1/5,20301.09961,10380.76953,2082.550049,8846.277344,2702.199951,416.8882751,1276.560059,11722.88965,80.26000214,3.463,92.825,1377.48,2839.220947,12647.48828
2011/1/6,20184.74023,10529.75977,2077.610107,8883.176758,2709.889893,424.5645447,1273.849976,11697.30957,80.79000092,3.399,92.08,1371.4,2824.197021,12599.51855
2011/1/7,19691.81055,10541.04004,2086.199951,8782.6875,2703.169922,425.5541077,1271.5,11674.75977,81.01000214,3.328,90.88,1369.6,2838.801025,12573.79883
2011/1/11,19196.33984,10510.67969,2088.320068,8931.327148,2716.830078,431.3112793,1274.47998,11671.87988,80.84999847,3.34,94.195,1382.45,2804.047119,12385.03125
2011/1/12,19534.09961,10512.7998,2094.949951,8964.966797,2737.330078,439.7972107,1285.959961,11755.44043,80.02999878,3.367,94.865,1386.5,2821.304932,12409.8418
2011/1/14,18860.43945,10499.04004,2108.169922,8972.476563,2755.300049,451.371582,1293.23999,11787.37988,79.16000366,3.331,94.99,1361.85,2791.343994,12294.03125
2011/1/19,18978.32031,10557.09961,2115.689941,9085.985352,2725.360107,439.1175232,1281.920044,11825.29004,78.63999939,3.337,94.5,1370.2,2758.096924,12066.41406
2011/1/20,19046.53906,10437.30957,2106.659912,9022.136719,2704.290039,434.5597229,1280.26001,11822.7998,78.81999969,3.451,92.52,1345.85,2677.6521,11566.61035
2011/1/21,19007.5293,10274.51953,2069.919922,8954.34668,2689.540039,431.4412231,1283.349976,11871.83984,78.20999908,3.408,92.83,1342.51,2715.293945,11639.8291
2011/1/24,19151.2793,10345.11035,2082.159912,8947.756836,2717.550049,442.2060547,1290.839966,11980.51953,78.05000305,3.406,92.015,1334.7,2695.718994,11488.79102
2011/1/25,18969.44922,10464.41992,2086.669922,8991.356445,2719.25,438.9076233,1291.180054,11977.19043,78,3.33,90.29,1333.75,2677.431885,11446.24219
2011/1/27,18684.42969,10478.66016,2115.01001,9102.295898,2755.280029,451.0617371,1299.540039,11989.83008,77.73000336,3.389,91.32,1311.49,2749.149902,11795.19727
2011/1/28,18395.9707,10360.33984,2107.870117,9145.31543,2686.889893,438.3978577,1276.339966,11823.7002,78.12999725,3.329,93.85,1335.35,2752.75,11894.09668
2011/2/9,17592.76953,10617.83008,2045.579956,9006.787109,2789.070068,457.3786926,1320.880005,12239.88965,77.63999939,3.652,93.895,1362.95,2774.064941,11807.79688
2011/2/10,17463.03906,10605.65039,2008.5,8836.527344,2790.449951,459.0278931,1321.869995,12229.29004,78.25,3.702,93.785,1362.01,2818.163086,12170.37305
2011/2/15,18273.80078,10746.66992,2010.52002,8721.897461,2804.350098,461.1568604,1328.01001,12226.63965,78.56999969,3.604,93.215,1373.4,2899.237061,12711.4375
2011/2/16,18300.90039,10808.29004,1989.109985,8712.927734,2825.560059,466.3343506,1336.319946,12288.16992,78.22000122,3.623,94.115,1375.11,2923.895996,12884.72559
2011/2/17,18506.82031,10836.63965,1977.219971,8683.847656,2831.580078,472.9911499,1340.430054,12318.13965,78,3.576,94.69,1383.67,2926.964111,12788.19629
2011/2/18,18211.51953,10842.7998,2013.140015,8843.807617,2833.949951,471.2319641,1343.01001,12391.25,77.66000366,3.582,94.235,1387.3,2899.791992,12612.96875
2011/2/22,18296.16016,10664.7002,1969.920044,8673.637695,2756.419922,452.5910034,1315.439941,12212.79004,77.76999664,3.459,100.055,1398.15,2855.516113,12473.19043
2011/2/23,18178.33008,10579.09961,1961.630005,8528.908203,2722.98999,444.0551147,1307.400024,12105.78027,77.41000366,3.483,104.005,1410.45,2862.63501,12492.57031
2011/2/24,17632.41016,10452.70996,1949.880005,8541.607422,2737.899902,451.681427,1306.099976,12068.5,77.05999756,3.45,104.385,1400.25,2878.603027,12578.28809
2011/2/25,17700.91016,10526.75977,1963.430054,8599.618164,2781.050049,463.4657593,1319.880005,12130.4502,77.27999878,3.416,104.685,1409.25,2878.564941,12633.73828
2011/3/3,18489.75977,10586.01953,1970.660034,8738.337891,2798.73999,464.5451965,1330.969971,12258.2002,76.48000336,3.559,108.255,1416.4,2902.978027,12698.01758
2011/3/4,18486.44922,10693.66016,2004.680054,8784.368164,2784.669922,459.5976257,1321.150024,12169.87988,76.40000153,3.492,110.105,1429.3,2942.305908,12893.69531
2011/3/7,18222.66992,10505.01953,1980.27002,8713.757813,2745.629883,447.133667,1310.130005,12090.03027,76.5,3.516,110.545,1433.17,2996.210938,13140.73242
2011/3/8,18439.65039,10525.19043,1996.319946,8747.717773,2765.77002,447.7233582,1321.819946,12214.37988,76.80000305,3.551,108.995,1428.89,2999.941895,13144.03223
2011/3/9,18469.94922,10589.5,2001.469971,8749.987305,2751.719971,434.1399536,1320.02002,12213.08984,76.72000122,3.469,109.925,1429.5,3002.154053,13158.07227
2011/3/10,18327.98047,10434.37988,1981.579956,8642.868164,2701.02002,423.5250854,1295.109985,11984.61035,77.27999878,3.362,108.68,1413.45,2957.143066,13004.71484
2011/3/11,18174.08984,10254.42969,1955.540039,8567.788086,2715.610107,427.703064,1304.280029,12044.40039,76.77999878,3.402,107.43,1417.4,2933.795898,12847.875
2011/3/15,18167.64063,8605.150391,1923.920044,8234.748047,2667.330078,421.5860291,1281.869995,11855.41992,76.33000183,3.307,103.61,1395.95,2896.256104,12705.17773
2011/3/16,18358.68945,9093.719727,1957.969971,8324.547852,2616.820068,412.2405396,1256.880005,11613.2998,76.68000031,3.192,104.455,1401.3,2930.803955,12865.60547
2011/3/17,18149.86914,8962.669922,1959.030029,8282.658203,2636.050049,417.7678528,1273.719971,11774.58984,76.04000092,3.257,107.97,1404.4,2897.298096,12650.52832
2011/3/18,17878.81055,9206.75,1981.130005,8394.717773,2643.669922,418.9972839,1279.209961,11858.51953,75.72000122,3.268,107.6,1419.55,2906.88501,12721.84766
2011/3/23,18206.16016,9449.469727,2012.180054,8545.047852,2698.300049,426.7335205,1297.540039,12086.01953,75.79000092,3.354,110.525,1438.2,2948.477051,12845.38574
2011/3/24,18350.74023,9435.009766,2036.780029,8576.368164,2736.419922,437.1984558,1309.660034,12170.55957,75.66000366,3.407,110.39,1431.1,2946.706055,12771.31738
2011/3/25,18815.64063,9536.129883,2054.040039,8610.357422,2743.060059,436.0589905,1313.800049,12220.58984,76.22000122,3.442,110.435,1429.65,2977.813965,12941.92578
2011/3/28,18943.14063,9478.530273,2056.389893,8553.027344,2730.679932,436.5387878,1310.189941,12197.87988,76.12999725,3.441,109.775,1420.65,2984.004883,12875.375
2011/3/29,19120.80078,9459.080078,2072.129883,8596.538086,2756.889893,440.8267212,1319.439941,12279.00977,76.25,3.491,109.905,1418.8,2958.076904,12677.46875
2011/3/30,19290.17969,9708.790039,2091.379883,8646.277344,2776.790039,441.1665344,1328.26001,12350.61035,76.12000275,3.444,109.695,1423.88,2955.770996,12661.07813
2011/3/31,19445.2207,9755.099609,2106.699951,8683.267578,2781.070068,437.148468,1325.829956,12319.73047,75.86000061,3.47,111.94,1432,2928.111084,12562.75879
2011/4/1,19420.39063,9708.389648,2121.01001,8705.097656,2789.600098,432.6406555,1332.410034,12376.71973,75.83000183,3.45,113.32,1428.38,2967.409912,12699.27734
2011/4/6,19612.19922,9584.370117,2126.709961,8851.948242,2799.820068,445.2845459,1335.540039,12426.75,75.51000214,3.549,115.81,1457.5,3001.360107,12740.72754
2011/4/7,19591.17969,9590.929688,2122.139893,8901.686523,2796.139893,443.0356445,1333.51001,12409.49023,75.58999634,3.549,116.525,1458.5,3007.908936,12890.51563
2011/4/8,19451.44922,9768.080078,2127.969971,8894.506836,2780.419922,439.3674011,1328.170044,12380.0498,75.06999969,3.583,119.555,1475.1,3030.020996,13036.08398
2011/4/15,19386.82031,9591.519531,2140.5,8718.087891,2764.649902,431.0214539,1319.680054,12341.83008,74.83000183,3.413,116.765,1486.5,3050.525879,12965.60449
2011/4/18,19091.16992,9556.650391,2137.719971,8714.448242,2735.379883,423.235199,1305.140015,12201.58984,75.5,3.38,114.51,1495.51,3057.329102,13001.18457
2011/4/19,19121.83008,9441.030273,2122.679932,8638.517578,2744.969971,425.0543518,1312.619995,12266.75,75.02999878,3.365,114.66,1495.1,2999.041016,12799.09668
2011/4/20,19470.98047,9606.820313,2169.909912,8813.248047,2802.51001,443.2055664,1330.359985,12453.54004,74.37000275,3.408,117.6,1502.35,3007.037109,12753.70703
2011/4/21,19602.23047,9685.769531,2198.540039,8957.617188,2820.159912,442.9856567,1337.380005,12505.99023,74,3.394,118.26,1504.35,3026.666992,12798.60645
2011/4/26,19545.34961,9558.69043,2206.300049,8948.106445,2847.540039,450.262146,1347.23999,12595.37012,73.83999634,3.309,118.28,1507.05,2938.980957,12448.34082
2011/4/27,19448.68945,9691.839844,2206.699951,9049.216797,2869.879883,450.4220581,1355.660034,12690.95996,73.51999664,3.357,118.885,1526.9,2925.407959,12358.74121
2011/4/28,19292.01953,9849.740234,2208.350098,9040.736328,2872.530029,447.3235779,1360.47998,12763.30957,73.12000275,3.316,119.305,1535.45,2887.042969,12149.11426
2011/5/6,18518.81055,9859.200195,2147.449951,8977.197266,2827.560059,443.4454346,1340.199951,12638.74023,74.83999634,3.15,104.42,1495.25,2863.885986,12067.47461
2011/5/9,18528.96094,9794.379883,2139.169922,9035.447266,2843.25,442.1460571,1346.290039,12684.67969,74.73999786,3.157,108.715,1513.05,2872.459961,12124.87402
2011/5/11,18584.96094,9864.259766,2166.629883,9020.367188,2845.060059,440.6767883,1342.079956,12630.03027,75.33000183,3.156,106.445,1500.25,2883.419922,12202.4834
2011/5/12,18335.78906,9716.650391,2122.649902,9033.646484,2863.040039,446.9137573,1348.650024,12695.91992,75.23999786,3.226,105.91,1502.85,2844.083008,12072.07422
2011/5/16,18345.0293,9558.299805,2104.179932,8911.676758,2782.310059,434.4797668,1329.469971,12548.37012,75.47000122,3.147,105.29,1489.7,2849.066895,12051.10449
2011/5/17,18137.34961,9567.019531,2102.409912,8884.056641,2783.209961,429.2723083,1328.97998,12479.58008,75.40000153,3.114,103.355,1486.85,2852.772949,12128.36426
2011/5/18,18086.19922,9662.080078,2135.780029,8944.806641,2815,437.3783569,1340.680054,12560.17969,75.47000122,3.184,106.23,1497,2872.770996,12230.55371
2011/5/19,18141.40039,9620.820313,2095.51001,8892.84668,2823.310059,433.6601563,1343.599976,12605.32031,75.12000275,3.173,105.29,1493.6,2859.573975,12157.97363
2011/5/20,18326.08984,9607.080078,2111.5,8836.998047,2803.320068,432.3507996,1333.27002,12512.04004,75.43000031,3.147,105.575,1513.55,2858.458984,12160.89355
2011/5/23,17993.33008,9460.629883,2055.709961,8747.477539,2758.899902,423.1352539,1317.369995,12381.25977,76.09999847,3.129,103.68,1517.2,2774.569092,11742.05957
2011/5/24,18011.9707,9477.169922,2061.76001,8756.578125,2746.159912,420.0067749,1316.280029,12356.20996,75.87999725,3.116,105.935,1526.4,2767.055908,11749.78906
2011/5/25,17847.24023,9422.879883,2035.869995,8727.057617,2761.379883,424.0048218,1320.469971,12394.66016,75.93000031,3.132,107.935,1525.95,2741.740967,11615.29004
2011/5/26,18044.64063,9562.049805,2091.909912,8788.368164,2782.919922,428.0328674,1325.689941,12402.75977,75.55000305,3.059,107.6,1519.05,2736.5271,11530.57129
2011/5/27,18266.09961,9521.94043,2100.23999,8809.967773,2796.860107,432.8805542,1331.099976,12441.58008,74.94999695,3.072,107.68,1536.65,2709.947021,11492.58105
2011/5/31,18503.2793,9693.730469,2142.469971,8988.806641,2835.300049,439.3873901,1345.199951,12569.79004,74.63999939,3.059,109.71,1535.35,2743.471924,11665.00879
2011/6/1,18608.81055,9719.610352,2141.340088,9062.31543,2769.189941,426.073822,1314.550049,12290.13965,74.68000031,2.944,107.87,1540.7,2743.572021,11699.69922
2011/6/2,18494.17969,9555.040039,2114.199951,8991.327148,2773.310059,426.2137756,1312.939941,12248.5498,74.33000183,3.031,107.715,1533.9,2705.180908,11506.39063
2011/6/3,18376.48047,9492.209961,2113.469971,9046.24707,2732.780029,418.3175659,1300.160034,12151.25977,73.77999878,2.991,107.95,1542.5,2728.02002,11642.26953
2011/6/7,18495.61914,9442.950195,2099.709961,9057.06543,2701.560059,417.4380188,1284.939941,12070.80957,73.51999664,3,107.905,1544.25,2744.300049,11741.12891
2011/6/8,18394.28906,9449.459961,2083.350098,9007.49707,2675.379883,408.742218,1279.560059,12048.94043,73.93000031,2.946,109.435,1537.55,2750.288086,11760.96777
2011/6/9,18384.90039,9467.150391,2071.419922,9000.907227,2684.870117,409.421875,1289,12124.36035,74.19000244,2.997,110.73,1544.35,2703.344971,11513.07129
2011/6/10,18268.53906,9514.44043,2046.670044,8837.788086,2643.72998,402.6051941,1270.97998,11951.91016,74.79000092,2.973,109.045,1531.9,2705.143066,11593.25
2011/6/14,18308.66016,9547.790039,2076.830078,8829.177734,2678.719971,406.5532837,1287.869995,12076.11035,74.33000183,3.099,109.94,1524.1,2730.040039,11731.90918
2011/6/15,18132.24023,9574.320313,2086.530029,8831.417969,2631.459961,398.2473145,1265.420044,11897.26953,75.59999847,2.967,106.365,1530.7,2705.430908,11615.83984
2011/6/16,17985.88086,9411.280273,2046.630005,8654.397461,2623.699951,393.6795044,1267.640015,11961.51953,75.75,2.926,104.555,1528.85,2664.281982,11435.8623
2011/6/17,17870.5293,9351.400391,2031.930054,8636.067383,2616.47998,388.0222473,1271.5,12004.36035,74.98999786,2.944,103.185,1539.5,2642.818115,11409.03223
2011/6/20,17506.63086,9354.320313,2019.650024,8530.647461,2629.659912,388.5420227,1278.359985,12080.37988,75.02999878,2.956,102.7,1540.45,2621.25293,11328.54297
2011/6/21,17560.30078,9459.660156,2048.169922,8597.587891,2687.26001,398.4172058,1295.52002,12190.00977,74.54000092,2.98,102.405,1546.2,2646.48291,11509.85156
2011/6/22,17550.63086,9629.429688,2063.899902,8621.007813,2669.189941,396.538147,1287.140015,12109.66992,74.77999878,2.98,104.51,1547.8,2649.321045,11543.52051
2011/6/23,17727.49023,9596.740234,2055.860107,8567.248047,2686.75,402.3652954,1283.5,12050,75.44999695,2.914,99.475,1520.85,2688.249023,11775.18848
2011/6/24,18240.67969,9678.709961,2090.810059,8532.797852,2652.889893,392.3101807,1268.449951,11934.58008,75.66999817,2.871,97.995,1502.15,2746.210938,11995.94629
2011/6/27,18412.41016,9578.30957,2070.290039,8500.12793,2688.280029,395.0788269,1280.099976,12043.55957,75.38999939,2.932,97.885,1497,2758.22998,12026.15527
2011/6/28,18492.44922,9648.980469,2062.909912,8478.828125,2729.310059,400.3262939,1296.670044,12188.69043,75.05999756,3.034,100.37,1501,2759.201904,12046.9541
2011/6/29,18693.85938,9797.259766,2094.419922,8573.347656,2740.48999,399.9764709,1307.410034,12261.41992,74.69000244,3.121,103.275,1512.05,2728.48291,11913.06641
2011/6/30,18845.86914,9816.089844,2100.689941,8652.557617,2773.52002,410.1515503,1320.640015,12414.33984,74.30000305,3.16,103.58,1500.1,2762.075928,12110.79395
2011/7/1,18762.80078,9868.070313,2125.73999,8739.788086,2816.030029,418.9072876,1339.670044,12582.76953,74.34999847,3.182,103.275,1486.5,2759.362061,12177.94336
2011/7/5,18744.56055,9972.459961,2161.75,8784.408203,2825.77002,414.7393188,1337.880005,12569.87012,74.69000244,3.119,105.205,1516.3,2816.354004,12440.23047
2011/7/6,18726.9707,10082.48047,2171.189941,8824.408203,2834.02002,411.5908508,1339.219971,12626.01953,75.12000275,3.11,105.16,1529.5,2810.479004,12425.54004
2011/7/7,19078.30078,10071.13965,2180.590088,8773.387695,2872.659912,420.1966858,1353.219971,12719.49023,74.95999908,3.138,108.33,1532.55,2794.26709,12392.79102
2011/7/8,18858.03906,10137.73047,2180.350098,8749.517578,2859.810059,413.5998535,1343.800049,12657.2002,75.18000031,3.03,107.135,1544.25,2797.772949,12404.20117
2011/7/11,18721.39063,10069.53027,2157.159912,8665.817383,2802.620117,406.5332947,1319.48999,12505.75977,75.98999786,2.924,106.105,1554.1,2802.691895,12438.41992
2011/7/12,18411.61914,9925.919922,2109.72998,8490.977539,2781.909912,394.7689819,1313.640015,12446.87988,75.80999756,2.877,107.465,1567.2,2754.582031,12268.05371
2011/7/14,18618.19922,9936.120117,2130.070068,8481.317383,2762.669922,387.5724792,1308.869995,12437.12012,75.25,2.953,106.84,1587.25,2810.444092,12440.69043
2011/7/15,18561.91992,9974.469727,2145.199951,8574.87793,2789.800049,389.8813477,1316.140015,12479.73047,75.12999725,2.908,107.54,1594.1,2820.168945,12506.80078
2011/7/19,18653.86914,9889.719727,2130.209961,8524.538086,2826.52002,397.217804,1326.72998,12587.41992,75.22000122,2.878,107.695,1588.35,2796.98291,12381.32129
2011/7/20,18502.38086,10005.90039,2154.949951,8706.137695,2814.22998,394.9188843,1325.839966,12571.91016,74.79000092,2.931,108.34,1602.1,2794.205078,12393.85156
2011/7/21,18436.18945,10010.38965,2145.040039,8717.107422,2834.429932,398.6871033,1343.800049,12724.41016,74.01999664,3.014,108.74,1589.9,2765.894043,12301.27148
2011/7/22,18722.30078,10132.11035,2171.22998,8765.288086,2858.830078,408.3623962,1345.02002,12681.16016,74.19999695,2.964,109.3,1599.25,2770.790039,12352.36133
2011/7/25,18871.28906,10050.00977,2150.47998,8683.477539,2842.800049,402.8850403,1337.430054,12592.7998,74.05999756,3.004,108.595,1614.55,2688.746094,11966.10645
2011/7/26,18518.2207,10097.71973,2168.699951,8794.208008,2839.959961,406.273407,1331.939941,12501.2998,73.47000122,2.955,108.875,1619.3,2703.025879,12008.39648
2011/7/27,18432.25,10047.19043,2174.310059,8817.458008,2764.790039,390.9408569,1304.890015,12302.5498,74.08999634,2.982,107.55,1613.5,2723.491943,12116.72461
2011/7/28,18209.51953,9901.349609,2155.850098,8767.167969,2766.25,390.3411255,1300.670044,12240.11035,74.22000122,2.955,107.505,1616.85,2708.7771,12085.78418
2011/8/1,18314.33008,9965.009766,2172.310059,8701.347656,2744.610107,386.7428589,1286.939941,12132.49023,74.26000214,2.753,105.775,1620.1,2703.782959,12002.28613
2011/8/2,18109.89063,9844.589844,2121.27002,8584.6875,2669.23999,374.9885559,1254.050049,11866.62012,74.51000214,2.613,105.07,1659.75,2679.259033,11931.90625
2011/8/3,17940.55078,9637.139648,2066.26001,8456.828125,2693.070068,379.206543,1260.339966,11896.44043,74.04000092,2.615,102.585,1661.2,2678.485107,11922.23633
2011/8/4,17693.17969,9659.179688,2018.469971,8317.237305,2556.389893,357.1471863,1200.069946,11383.67969,75.12000275,2.407,97.715,1648.4,2684.039063,11934.27637
2011/8/5,17305.86914,9299.879883,1943.75,7853.100098,2532.409912,350.0506287,1199.380005,11444.61035,74.59999847,2.563,97.49,1665,2626.423096,11701.62891
2011/8/8,16990.17969,9097.55957,1869.449951,7552.770996,2357.689941,331.1697388,1119.459961,10809.84961,74.79000092,2.316,93.03,1717.35,2526.815918,11312.50293
2011/8/9,16857.91016,8944.480469,1801.349976,7493.092285,2482.52002,346.5223389,1172.530029,11239.76953,74.61000061,2.275,91.19,1743.9,2526.070068,11314.95313
2011/8/10,17130.50977,9038.740234,1806.23999,7736.291016,2381.050049,339.3757935,1120.76001,10719.94043,74.63999939,2.095,93.9,1795,2549.176025,11449.45215
2011/8/11,17059.40039,8981.94043,1817.439941,7719.061035,2492.679932,356.9472656,1172.640015,11143.30957,74.68000031,2.333,96.415,1767.9,2581.508057,11627.35938
2011/8/12,16839.63086,8963.719727,1793.310059,7636.991211,2507.97998,355.447998,1178.810059,11269.01953,74.61000061,2.26,96.72,1746.6,2593.173096,11651.15918
2011/8/16,16730.93945,9107.429688,1879.869995,7798.561035,2523.449951,355.2381287,1192.76001,11405.92969,74.01000214,2.225,98.245,1786.3,2608.166016,11665.2793
2011/8/17,16840.80078,9057.259766,1892.670044,7741.730957,2511.47998,352.9292297,1193.890015,11410.20996,73.66999817,2.167,99.325,1788.65,2601.260986,11598.15039
2011/8/18,16469.78906,8943.759766,1860.579956,7614.941406,2380.429932,332.0693359,1140.650024,10990.58008,74.23999786,2.068,94.84,1824.35,2559.471924,11414.03223
2011/8/19,16141.66992,8719.240234,1744.880005,7342.932129,2341.840088,326.1622009,1123.530029,10817.65039,73.98999786,2.067,95.635,1852.45,2534.35791,11301.40332
2011/8/22,16341.7002,8628.129883,1710.699951,7312.562012,2345.379883,328.7809143,1123.819946,10854.65039,74.06999969,2.109,96.485,1898.1,2515.863037,11112.51465
2011/8/23,16498.4707,8733.009766,1776.680054,7550.201172,2446.060059,345.9226074,1162.349976,11176.75977,73.87000275,2.158,97.775,1830.15,2554.019043,11243.29395
2011/8/24,16284.98047,8639.610352,1754.780029,7502.902344,2467.689941,345.5228271,1177.599976,11320.70996,74.01000214,2.294,98.12,1751.05,2541.091064,11238.82422
2011/8/25,16146.33008,8772.360352,1764.579956,7410.842285,2419.629883,336.1673279,1159.27002,11149.82031,74.27999878,2.234,98.23,1771.6,2615.260986,11598.7998
2011/8/26,15848.83008,8797.780273,1778.949951,7445.072266,2479.850098,345.6127625,1176.800049,11284.54004,73.80999756,2.19,98.59,1828.55,2612.187988,11568.04004
2011/8/29,16416.33008,8851.349609,1829.5,7577.980957,2562.110107,358.2666626,1210.079956,11539.25,73.72000122,2.264,99.595,1788.45,2576.413086,11372.25195
2011/8/30,16676.75,8953.900391,1843.819946,7646.161133,2576.110107,358.0567627,1212.920044,11559.9502,73.94000244,2.176,100.345,1835.3,2566.594971,11344.32324
2011/9/2,16821.46094,8950.740234,1867.75,7757.03125,2480.330078,341.2948608,1173.969971,11240.25977,74.75,1.994,100.355,1884.2,2528.280029,11228.17383
2011/9/6,16862.81055,8590.570313,1766.709961,7367.162109,2473.830078,338.9259949,1165.23999,11139.2998,75.91999817,1.982,99.625,1873.72,2470.523926,10778.30957
2011/9/7,17065,8763.410156,1833.459961,7528.981445,2548.939941,354.0886841,1198.619995,11414.86035,75.45999908,2.041,103.07,1816.96,2516.090088,11011.05664
2011/9/8,17165.53906,8793.120117,1846.640015,7548.341309,2529.139893,351.9796753,1185.900024,11295.80957,76.23999786,1.977,102.7,1868.76,2498.943115,10933.1875
2011/9/9,16866.9707,8737.660156,1812.930054,7610.541016,2467.98999,348.2315063,1154.22998,10992.12988,77.19000244,1.915,100.58,1857.81,2497.75293,10892.26758
2011/9/14,16709.59961,8518.570313,1749.160034,7228.442871,2572.550049,375.5483093,1188.680054,11246.73047,76.83000183,1.992,100.88,1819.7,2484.826904,10822.27832
2011/9/15,16876.53906,8668.860352,1774.079956,7385.652344,2607.070068,380.9057007,1209.109985,11433.17969,76.23999786,2.083,102.855,1789.14,2479.054932,10847.89746
2011/9/16,16933.83008,8864.160156,1840.099976,7577.371094,2622.310059,381.7253113,1216.01001,11509.08984,76.58000183,2.057,101.045,1811.95,2482.343018,10878.1084
2011/9/20,17099.2793,8721.240234,1837.969971,7492.822266,2590.23999,372.5797424,1202.089966,11408.66016,77.02999878,1.937,99.625,1803.75,2447.754883,10679.17969
2011/9/21,17065.15039,8741.160156,1854.280029,7535.851563,2538.189941,365.1932983,1166.76001,11124.83984,77.33999634,1.856,99.42,1781.79,2512.962891,10991.72656
2011/9/22,16361.15039,8560.259766,1800.550049,7305.472168,2455.669922,352.609375,1129.560059,10733.83008,78.37999725,1.72,93.915,1735.83,2443.055908,10660.35059
2011/9/26,16051.09961,8374.129883,1652.709961,6877.094238,2516.689941,359.3261414,1162.949951,11043.86035,78.36000061,1.904,93.105,1627.35,2393.183105,10328.35352
2011/9/27,16524.0293,8609.950195,1735.709961,7089.923828,2546.830078,365.8330078,1175.380005,11190.69043,77.51000214,1.98,96.3,1649.95,2415.053955,10448.54297
2011/9/28,16446.01953,8615.650391,1723.089966,7146.953125,2491.580078,355.1881104,1151.060059,11010.90039,77.84999847,1.987,93.725,1608.8,2392.062012,10369.81348
2011/9/29,16698.07031,8701.230469,1769.290039,7182.58252,2480.76001,350.6503296,1160.400024,11153.98047,77.91999817,2.002,93.915,1614.55,2365.343018,10287.78516
2011/10/11,16536.4707,8773.679688,1795.02002,7398.682129,2583.030029,365.5231628,1195.540039,11416.2998,77.58000183,2.159,98.18,1663.1,2348.516113,10065.35645
2011/10/12,16958.39063,8738.900391,1809.5,7382.322266,2604.72998,369.0014343,1207.25,11518.84961,76.98999786,2.212,98.8,1677.2,2420,10425.8125
2011/10/14,17082.68945,8747.959961,1835.400024,7358.052246,2667.850098,380.6757813,1224.579956,11644.49023,76.62000275,2.251,100.67,1679.95,2431.375,10438.14258
2011/10/17,17025.08984,8879.599609,1865.180054,7461.092285,2614.919922,370.1308899,1200.859985,11397,77.13999939,2.155,98.995,1670.65,2440.4021,10513.37305
2011/10/18,16748.28906,8741.910156,1838.900024,7359.452148,2657.429932,378.4768677,1225.380005,11577.0498,77.12999725,2.175,99.645,1655.15,2383.485107,10226.81543
2011/10/19,17085.33984,8772.540039,1855.920044,7353.342285,2604.040039,369.9809875,1209.880005,11504.62012,77.11000061,2.157,98.09,1641.8,2377.511963,10105.62695
2011/10/20,16936.89063,8682.150391,1805.089966,7244.29248,2598.620117,363.70401,1215.390015,11541.78027,76.97000122,2.187,97.57,1619.1,2331.365967,9796.121094
2011/10/21,16785.64063,8678.889648,1838.380005,7254.481934,2637.459961,371.9200439,1238.25,11808.79004,76.30000305,2.216,98.76,1641.02,2317.274902,9697.101563
2011/10/24,16939.2793,8843.980469,1898.319946,7470.271973,2699.439941,384.4639587,1254.189941,11913.62012,76.01999664,2.234,101.51,1652.68,2370.333008,9957.508789
2011/10/25,17254.85938,8762.30957,1888.650024,7491.182129,2638.419922,377.2774353,1229.050049,11706.62012,76.25,2.114,101.895,1705.35,2409.672119,10203.28613
2011/10/28,17804.80078,9050.469727,1929.47998,7616.03125,2737.149902,396.1383057,1285.089966,12231.11035,75.08999634,2.324,101.99,1742.95,2473.409912,10561.87109
2011/10/31,17705.00977,8988.389648,1909.030029,7587.661133,2684.409912,386.3030701,1253.300049,11955.00977,76.16999817,2.116,100.92,1715.25,2468.25,10480.79297
2011/11/1,17480.83008,8835.519531,1909.630005,7621.980957,2606.959961,373.8690796,1218.280029,11657.95996,77.26000214,1.991,99.98,1720.3,2470.019043,10441.58301
2011/11/2,17464.84961,8640.419922,1898.01001,7598.421387,2639.97998,375.6982117,1237.900024,11836.04004,77.01000214,1.989,101.33,1737,2504.10791,10581.63086
2011/11/4,17562.60938,8801.400391,1928.410034,7603.201172,2686.149902,391.2906799,1253.22998,11983.24023,76.91000366,2.038,103.18,1754.15,2528.293945,10699.37012
2011/11/8,17569.5293,8655.509766,1903.140015,7600.76123,2727.48999,393.0298157,1275.920044,12170.17969,76.66999817,2.079,106.12,1785,2503.835938,10540.98242
2011/11/9,17362.09961,8755.44043,1907.530029,7561.831055,2621.649902,374.8586121,1229.099976,11780.94043,77.93000031,1.966,104.885,1772.24,2524.918945,10625.76074
2011/11/11,17192.82031,8514.469727,1863.449951,7367.262207,2678.75,391.410614,1263.849976,12153.67969,76.94000244,2.057,106.58,1788.99,2481.083984,10418.8125
2011/11/15,16882.66992,8541.929688,1886.119995,7491.032227,2686.199951,392.0403137,1257.810059,12096.16016,77.87999725,2.049,105.82,1781.4,2529.760986,10582.88086
2011/11/16,16775.86914,8463.160156,1856.069946,7387.492188,2639.610107,389.7314453,1236.910034,11905.58984,78.16000366,2,107.235,1762.35,2466.958984,10313.21387
2011/11/17,16461.71094,8479.629883,1876.670044,7387.782227,2587.98999,374.1689453,1216.130005,11770.73047,78.29000092,1.965,104.58,1719.1,2463.045898,10303.04395
